runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
15.1312,145118,145118,118853,118853,21,0,4.38207,0,1.4608e+06,3133873,761253,2596491,600,1.60307,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-1.scen
15.4029,144624,144624,114844,114844,21,0,4.17846,0,1.66237e+06,3565686,897087,2911572,600,1.38976,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-2.scen
15.5245,148931,148931,115940,115940,21,0,4.12655,0,1.84332e+06,3398543,1007752,2675190,600,1.40993,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-3.scen
17.0843,145432,145432,114318,114318,21,0,5.85326,0,1.68472e+06,4082599,799923,3511479,600,1.58146,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-4.scen
18.745,137443,137443,110523,110523,21,0,8.69474,0,1.38114e+06,4974907,1625438,4044684,617,1.40991,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-5.scen
20.3713,142406,142406,114468,114468,21,0,9.46883,0,1.41174e+06,4725069,1609119,3828825,609,1.43392,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-6.scen
16.2228,144951,144951,114375,114375,21,0,4.45069,0,1.69848e+06,3044289,870755,2423998,600,1.52464,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-7.scen
16.0122,140629,140629,111396,111396,21,0,5.00542,0,1.60766e+06,3957114,803173,3364755,600,1.39762,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-8.scen
20.9248,154844,154844,119951,119951,21,0,7.20342,0,1.84223e+06,4035919,1575080,3121547,617,1.39633,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-9.scen
16.4291,144854,144854,114555,114555,21,0,4.76264,0,1.67364e+06,3904696,887951,3261932,600,1.3902,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-10.scen
22.1707,151248,151248,116601,116601,21,0,11.4848,0,1.68091e+06,6525851,1795951,5433962,616,1.42125,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-11.scen
16.8599,148175,148175,117928,117928,21,0,6.30548,0,1.6241e+06,3175011,1425757,2479460,609,1.42172,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-12.scen
15.5881,147081,147081,115578,115578,21,0,3.94073,0,1.76604e+06,3290707,842560,2694698,600,1.41804,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-13.scen
17.0615,150470,150470,118193,118193,21,0,6.31768,0,1.7327e+06,4755032,1185442,3895130,609,1.39103,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-14.scen
17.5228,147610,147610,116858,116858,21,0,6.54327,0,1.6439e+06,3426856,1530893,2681018,609,1.36772,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-15.scen
22.6115,153958,153958,120418,120418,21,0,8.73361,0,1.71947e+06,3165040,1401908,2517162,608,2.27524,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-16.scen
17.1744,142903,142903,112222,112222,21,0,6.16227,0,1.6518e+06,4897919,915973,4232514,600,1.42636,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-17.scen
13.9761,146839,146839,116313,116313,21,0,2.27115,0,1.76223e+06,1914990,693217,1434757,600,1.39984,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-18.scen
16.4274,144375,144375,115313,115313,21,0,5.85753,0,1.57349e+06,2545665,1288815,1846070,609,1.55059,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-19.scen
16.1001,148671,148671,115528,115528,21,0,4.95834,0,1.82425e+06,3740695,798279,3170788,600,1.42488,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-20.scen
15.1378,149512,149512,117158,117158,21,0,3.49677,0,1.82811e+06,2877154,880512,2247402,600,1.40278,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-21.scen
15.0232,142095,142095,113055,113055,21,0,3.11448,0,1.65196e+06,2631166,741585,2113958,600,1.40261,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-22.scen
14.0061,145224,145224,115773,115773,21,0,2.40682,0,1.69618e+06,1948035,765075,1420918,600,1.39307,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-23.scen
22.3553,152808,152808,120663,120663,21,0,9.89509,0,1.61062e+06,4887603,1778460,4049277,612,1.40541,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-24.scen
15.2642,150411,150411,119489,119489,21,0,3.4495,0,1.74865e+06,2752024,740726,2239688,600,1.40928,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/warehouse-20-40-10-2-1-even-25.scen
