runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
23.2157,160687,160687,133099,133099,21,0,3.17864,0,1.56759e+06,581190,1193526,93946,800,3.04702,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-1.scen
23.8153,166380,166380,140548,140548,21,0,2.50284,0,1.48527e+06,1001954,1452211,375049,800,2.77858,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-2.scen
23.0106,161820,161820,136147,136147,21,0,3.19425,0,1.45837e+06,1453866,1278021,910636,800,2.63937,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-3.scen
27.6611,163121,163121,138523,138523,21,0,2.46216,0,1.41532e+06,683500,1273127,162041,800,2.97435,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-4.scen
24.7808,163298,163298,136623,136623,21,0,2.57254,0,1.53188e+06,909554,1347812,324340,800,3.01827,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-5.scen
22.2392,162376,162376,136946,136946,21,0,2.1478,0,1.47118e+06,736543,1267453,211915,800,2.79924,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-6.scen
24.7977,167383,167383,139431,139431,21,0,1.95508,0,1.62247e+06,652396,1308186,101475,800,2.80029,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-7.scen
23.4786,164724,164724,139051,139051,21,0,2.70196,0,1.47101e+06,944681,1349364,379156,800,3.25094,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-8.scen
23.0555,162926,162926,138260,138260,21,0,2.10842,0,1.42795e+06,566219,1212609,66652,800,2.93079,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-9.scen
22.2404,157452,157452,136098,136098,21,0,1.77187,0,1.2434e+06,664201,1282526,129647,800,3.2816,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-10.scen
21.0306,164626,164626,139050,139050,21,0,1.91612,0,1.48555e+06,675899,1367324,107829,800,2.654,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-11.scen
23.7222,161772,161772,137030,137030,21,0,1.66992,0,1.4432e+06,598284,1259193,89548,800,2.59233,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-12.scen
24.1512,165906,165906,137019,137019,21,0,4.25221,0,1.61039e+06,2196714,1410686,1565360,800,2.55262,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-13.scen
21.2279,162264,162264,135608,135608,21,0,1.75238,0,1.55265e+06,615687,1274545,86474,800,2.57648,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-14.scen
22.4184,170417,170417,142966,142966,21,0,1.91143,0,1.59459e+06,670951,1351508,118245,800,2.54649,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-15.scen
22.1807,168486,168486,139416,139416,21,0,1.63973,0,1.69653e+06,595629,1213717,96255,800,2.52833,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-16.scen
22.2806,162888,162888,135717,135717,21,0,1.78763,0,1.58169e+06,610468,1231153,103708,800,2.57837,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-17.scen
22.4181,166447,166447,138794,138794,21,0,1.85449,0,1.6079e+06,673590,1320424,97607,800,3.18642,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-18.scen
23.7984,166628,166628,142132,142132,21,0,2.82956,0,1.40045e+06,1260609,1356025,694802,800,2.54344,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-19.scen
21.7316,168702,168702,141616,141616,21,0,1.94997,0,1.57234e+06,690633,1373701,116985,800,2.55761,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-20.scen
22.9111,166330,166330,141866,141866,21,0,2.644,0,1.40316e+06,1114463,1391743,516712,800,2.59778,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-21.scen
21.804,164172,164172,138697,138697,21,0,1.91281,0,1.47977e+06,685158,1418917,85103,800,2.5751,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-22.scen
21.8465,160648,160648,138566,138566,21,0,2.53086,0,1.26903e+06,1235330,1332115,668502,800,2.54309,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-23.scen
22.3715,164780,164780,139473,139473,21,0,1.81407,0,1.47251e+06,666508,1282069,141711,800,2.58819,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-24.scen
21.6873,163785,163785,137255,137255,21,0,1.58623,0,1.54972e+06,557788,1222307,54348,800,2.55081,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/den520d-random-25.scen
