runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
24.9722,142482,142482,120827,120827,21,0,5.43748,0,1.18155e+06,1085086,2268525,171774,624,1.93241,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-1.scen
22.1722,148341,148341,125458,125458,21,0,2.02787,0,1.32658e+06,797004,1417807,161132,600,1.98412,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-2.scen
21.2563,141008,141008,119719,119719,21,0,1.61086,0,1.24305e+06,605979,1186575,99896,600,1.93057,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-3.scen
21.6867,144241,144241,123835,123835,21,0,1.96952,0,1.18417e+06,637685,1215900,121704,600,2.18274,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-4.scen
23.3485,149706,149706,126755,126755,21,0,3.54847,0,1.29562e+06,1693049,1507386,990721,600,1.90843,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-5.scen
20.7329,141869,141869,121790,121790,21,0,1.5974,0,1.17267e+06,589863,1185549,78248,600,1.93391,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-6.scen
22.5838,150602,150602,129563,129563,21,0,2.82733,0,1.20286e+06,1225409,1536525,521016,600,2.02636,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-7.scen
23.6178,141122,141122,124175,124175,21,0,1.64181,0,988996,667910,1224589,131472,600,1.96197,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-8.scen
20.6298,135930,135930,117638,117638,21,0,1.52306,0,1.06966e+06,597157,1142184,96722,600,1.96164,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-9.scen
22.4103,148425,148425,125468,125468,21,0,3.78749,0,1.29047e+06,819298,2170171,141201,609,1.99411,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-10.scen
22.3444,144688,144688,124968,124968,21,0,3.60256,0,1.11216e+06,1002313,1834011,121094,629,1.96758,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-11.scen
21.2381,142635,142635,121379,121379,21,0,1.95643,0,1.23377e+06,932465,1258874,390462,600,2.26516,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-12.scen
21.2716,145453,145453,120654,120654,21,0,2.0203,0,1.43784e+06,847379,1310191,263308,600,1.92453,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-13.scen
22.1291,148385,148385,124274,124274,21,0,3.41621,0,1.36429e+06,954136,1960798,165724,609,2.20219,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-14.scen
20.2238,139747,139747,117216,117216,21,0,1.44608,0,1.31928e+06,578724,1147852,86336,600,1.94193,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-15.scen
22.2575,144497,144497,124733,124733,21,0,1.87548,0,1.14877e+06,709729,1378808,103710,600,1.98256,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-16.scen
21.7914,144757,144757,124842,124842,21,0,3.0002,0,1.13515e+06,857596,1776535,154450,609,2.17353,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-17.scen
21.3626,144417,144417,123856,123856,21,0,1.7508,0,1.19766e+06,682848,1240650,128739,600,2.14627,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-18.scen
21.6309,145777,145777,121926,121926,21,0,2.10592,0,1.38083e+06,668617,1243781,114648,600,2.06315,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-19.scen
20.3985,139883,139883,118845,118845,21,0,1.63934,0,1.22779e+06,665892,1257350,106091,600,1.96397,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-20.scen
21.5639,150771,150771,124853,124853,21,0,1.92395,0,1.50521e+06,834641,1343521,218585,600,1.94164,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-21.scen
20.9195,141127,141127,121873,121873,21,0,1.72154,0,1.12209e+06,702318,1225766,158967,600,2.03413,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-22.scen
21.9254,147171,147171,124974,124974,21,0,3.03345,0,1.26449e+06,1752086,1302708,1161230,600,1.94742,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-23.scen
26.7107,141648,141648,122661,122661,21,0,8.25455,0,982491,1333437,2922793,158709,644,1.93623,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-24.scen
22.9529,141655,141655,121065,121065,21,0,4.36743,0,1.14547e+06,2448760,1391890,1797467,600,1.96973,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/den520d-even-25.scen
