runtime,num of collisions,solution cost,initial collisions,initial solution cost,sum of distances,iterations,group size,runtime of initial solution,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
28.9279,0,21987,301,17919,8944,1207,7.99585,1.17091,868.8,6246698,10938264,602042,6868,0.0480209,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-1.scen
15.5764,0,21906,269,17877,8785,594,7.99831,1.01724,689.71,3287332,5693810,326894,3852,0.0810385,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-2.scen
7.77997,0,22169,306,17911,8853,360,7.99443,1.13113,555.887,2521538,4269120,212640,2688,0.0535645,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-3.scen
9.82535,0,23919,226,19545,8697,532,7.9887,0.808596,377.107,3304169,5749297,419710,3492,0.0391755,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-4.scen
14.3535,0,23902,325,18760,9117,656,7.99695,0.962836,558.498,4900486,7941792,609122,4094,0.0381532,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-5.scen
18.7389,0,21491,368,17679,8922,1124,7.9902,0.879871,821.905,6702303,11231464,621535,6660,0.0396256,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-6.scen
59.987,3,19970,386,16927,8878,5558,7.99424,0.800851,1065.35,20253860,36107541,1934650,27703,0.0469317,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-7.scen
33.7567,0,22453,305,18702,9055,2277,7.99868,0.860472,731.97,11421599,20199398,1489389,12539,0.0459438,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-8.scen
59.998,1,21199,261,17507,8858,5268,7.99943,0.831263,467.518,20030742,36336935,1908621,27669,0.0394448,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-9.scen
59.99,3,21789,297,17985,8624,5922,7.99443,0.856842,877.757,20115562,37532659,1825037,30131,0.040162,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-10.scen
59.9884,2,21859,317,17306,8807,5174,7.99207,0.84982,891.878,19125847,36398874,2312035,27646,0.0382739,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-11.scen
59.9901,2,21761,346,17990,9154,4284,7.99416,1.00698,1015.55,20346552,35674824,1719319,21331,0.0411632,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-12.scen
12.5354,0,21649,303,17118,8903,785,7.99617,0.839814,424.635,4312888,7519199,382353,4877,0.0403789,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-13.scen
59.9927,1,20985,370,16864,8959,4480,7.99665,0.845632,706.47,19923493,37284163,1866079,23630,0.038954,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-14.scen
60.0092,1,22035,417,17784,9025,4874,7.99651,0.980163,1069.65,20772616,35783849,1841524,25191,0.0384721,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-15.scen
14.7717,0,23224,267,19407,8996,1116,7.99372,0.862409,452.573,4895389,8976132,582209,6453,0.0390266,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-16.scen
59.9872,1,22360,281,17492,8845,6018,7.99967,0.800894,439.5,18862938,34843757,2524372,31928,0.0457099,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-17.scen
59.9739,1,22208,382,18424,9101,5480,7.99982,0.943156,658.899,19874479,35508112,2016894,27775,0.0375868,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-18.scen
23.001,0,22046,372,17553,9069,1785,7.99327,0.916204,668.678,7922650,14105782,740655,9770,0.0417288,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-19.scen
29.5379,0,21826,283,18139,9035,2961,7.97669,0.740883,437.722,9661373,18266365,1226932,15056,0.0432463,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-20.scen
19.6954,0,22403,256,17465,8846,1498,7.998,0.716327,494.908,6206796,11231504,544097,8230,0.0394,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-21.scen
59.9909,4,21113,430,17513,9098,4727,7.98942,0.982243,1385.12,21486569,36519344,2343030,25472,0.0376095,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-22.scen
54.0334,0,23088,259,18660,8975,4150,7.99879,0.753472,559.567,17396478,31331262,2277768,22109,0.0382071,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-23.scen
59.9924,1,20259,295,16588,8704,5561,7.99119,0.748214,717.88,20292430,36443464,1868243,27529,0.0409428,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-24.scen
30.5161,0,22337,278,18261,8824,2670,7.98839,0.900556,478.594,9605624,18256304,971847,13581,0.0396415,InitLNS(PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_random/random-32-32-20-random-25.scen
