runtime,solution cost,initial solution cost,lower bound,sum of distance,iterations,group size,runtime of initial solution,restart times,area under curve,LL expanded nodes,LL generated,LL reopened,LL runs,preprocessing runtime,solver name,instance name
0.0741226,2918,2918,2302,2302,21,0,0.00957088,0,36954.1,6357,11288,487,100,0.0104923,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-1.scen
0.0589804,2797,2797,2295,2295,21,0,0.00793725,0,30116,4303,8877,130,100,0.0107912,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-2.scen
0.0693851,2846,2846,2287,2287,21,0,0.022585,0,33527.4,8987,19411,435,126,0.0131708,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-3.scen
0.0924987,2832,2832,2286,2286,21,0,0.00929856,0,32754.9,5427,9961,395,100,0.0149324,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-4.scen
0.0810119,2828,2828,2290,2290,21,0,0.016499,0,32271.1,8912,15936,192,109,0.0100459,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-5.scen
0.0824855,2856,2856,2288,2288,21,0,0.00930137,0,34074.7,5346,10250,102,100,0.0095548,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-6.scen
0.0858436,2863,2863,2298,2298,21,0,0.00847664,0,33895.2,5202,9687,570,100,0.0126835,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-7.scen
0.114505,2741,2741,2288,2288,21,0,0.0635822,0,27151.2,30433,42181,8807,149,0.0127092,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-8.scen
0.0712064,2969,2969,2298,2298,21,0,0.0202504,0,40246.4,9375,19667,617,109,0.0139428,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-9.scen
0.0614873,2923,2923,2293,2293,21,0,0.009495,0,37794,5007,10028,129,100,0.010213,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-10.scen
0.0914337,3139,3139,2496,2496,21,0,0.0416538,0,38553.2,16331,36740,1945,124,0.0162328,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-11.scen
0.0997336,3142,3142,2501,2501,21,0,0.0458082,0,38430.6,14228,27335,466,118,0.0115168,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-12.scen
0.125874,3093,3093,2528,2528,21,0,0.027469,0,33884.5,11891,22417,574,113,0.0150995,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-13.scen
0.113642,2970,2970,2451,2451,21,0,0.01184,0,31133.9,6528,12050,216,100,0.0130645,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-14.scen
0.0785647,3205,3205,2479,2479,21,0,0.0304664,0,43537.9,14293,32065,468,124,0.0105864,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-15.scen
0.102601,3245,3245,2535,2535,21,0,0.020806,0,42585.2,9195,24294,589,109,0.0124966,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-16.scen
0.091574,3066,3066,2508,2508,21,0,0.0118607,0,33473.4,7812,12685,1286,100,0.0104309,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-17.scen
0.0772427,3149,3149,2449,2449,21,0,0.022878,0,41984,11394,18085,1465,109,0.0109283,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-18.scen
0.1016,3000,3000,2509,2509,21,0,0.0266889,0,29446.9,9849,18399,509,109,0.0136163,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-19.scen
0.0836028,3138,3138,2567,2567,21,0,0.0248814,0,34245.8,10167,25047,254,116,0.0119901,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-20.scen
0.0772492,3184,3184,2436,2436,21,0,0.0218366,0,44863.7,12055,22649,1193,109,0.0123927,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-21.scen
0.0841182,3164,3164,2455,2455,21,0,0.0189741,0,42526.5,9691,18381,337,109,0.0104039,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-22.scen
0.0847268,3045,3045,2424,2424,21,0,0.0292838,0,37241.8,12095,23506,1288,109,0.0106771,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-23.scen
0.0626219,3099,3099,2504,2504,21,0,0.0188175,0,35688.8,10631,20030,391,117,0.00952401,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-24.scen
0.0697837,2925,2925,2432,2432,21,0,0.0100134,0,29575.1,6647,11432,755,100,0.010415,LNS(PP;PP),/home/trojan/Desktop/curve/MAPF-LNS2/scen_even/random-32-32-20-even-25.scen
